The Verifier - November 2024. Data as of June 4, 2025.
FIPS code,State,Jurisdiction,Registered Voters,Precincts,Voting Location,All Mail Ballot?,Election Day Marking Method,Election Day Tabulation
"5511713475","Wisconsin","Village of Cedar Grove (Sheboygan County)","1459","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511723275","Wisconsin","Village of Elkhart Lake (Sheboygan County)","842","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511729350","Wisconsin","Village of Glenbeulah (Sheboygan County)","325","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511731100","Wisconsin","Town of Greenbush (Sheboygan County)","1043","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511734050","Wisconsin","Town of Herman (Sheboygan County)","1170","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511735375","Wisconsin","Town of Holland (Sheboygan County)","1681","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511736025","Wisconsin","Village of Howards Grove (Sheboygan County)","2286","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511740275","Wisconsin","Village of Kohler (Sheboygan County)","1611","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511744150","Wisconsin","Town of Lima (Sheboygan County)","2031","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511746575","Wisconsin","Town of Lyndon (Sheboygan County)","1096","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511753375","Wisconsin","Town of Mitchell (Sheboygan County)","867","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511754475","Wisconsin","Town of Mosel (Sheboygan County)","528","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511760100","Wisconsin","Village of Oostburg (Sheboygan County)","2195","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511763700","Wisconsin","City of Plymouth (Sheboygan County)","5468","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511763725","Wisconsin","Town of Plymouth (Sheboygan County)","2209","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511766200","Wisconsin","Village of Random Lake (Sheboygan County)","1056","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511767150","Wisconsin","Town of Rhine (Sheboygan County)","1626","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511770350","Wisconsin","Town of Russell (Sheboygan County)","234","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511772350","Wisconsin","Town of Scott (Sheboygan County)","1268","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511772975","Wisconsin","City of Sheboygan (Sheboygan County)","25490","23","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511773000","Wisconsin","Town of Sheboygan (Sheboygan County)","5852","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511773025","Wisconsin","City of Sheboygan Falls (Sheboygan County)","5604","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511773050","Wisconsin","Town of Sheboygan Falls (Sheboygan County)","1214","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511773425","Wisconsin","Town of Sherman (Sheboygan County)","1072","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511783100","Wisconsin","Village of Waldo (Sheboygan County)","304","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511787500","Wisconsin","Town of Wilson (Sheboygan County)","2598","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5510904400","Wisconsin","Village of Baldwin (St. Croix County)","2390","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5510904425","Wisconsin","Town of Baldwin (St. Croix County)","690","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5510911775","Wisconsin","Town of Cady (St. Croix County)","560","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5510918300","Wisconsin","Town of Cylon (St. Croix County)","438","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5510919325","Wisconsin","Village of Deer Park (St. Croix County)","130","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5510922400","Wisconsin","Town of Eau Galle (St. Croix County)","828","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5510923925","Wisconsin","Town of Emerald (St. Croix County)","546","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5510924275","Wisconsin","Town of Erin Prairie (St. Croix County)","471","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5510926525","Wisconsin","Town of Forest (St. Croix County)","416","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5510929600","Wisconsin","Town of Glenwood (St. Croix County)","503","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5510929625","Wisconsin","City of Glenwood City (St. Croix County)","702","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5510932325","Wisconsin","Village of Hammond (St. Croix County)","1066","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5510932350","Wisconsin","Town of Hammond (St. Croix County)","1713","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5510936250","Wisconsin","City of Hudson (St. Croix County)","9544","6","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5510936275","Wisconsin","Town of Hudson (St. Croix County)","6242","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5510939825","Wisconsin","Town of Kinnickinnic (St. Croix County)","1307","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5510957100","Wisconsin","City of New Richmond (St. Croix County)","6783","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5510958050","Wisconsin","Village of North Hudson (St. Croix County)","2701","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5510963425","Wisconsin","Town of Pleasant Valley (St. Croix County)","384","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5510967650","Wisconsin","Town of Richmond (St. Croix County)","2775","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5510968475","Wisconsin","Village of Roberts (St. Croix County)","1326","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5510970200","Wisconsin","Town of Rush River (St. Croix County)","331","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5510974675","Wisconsin","Village of Somerset (St. Croix County)","1913","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5510974700","Wisconsin","Town of Somerset (St. Croix County)","3267","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5510975950","Wisconsin","Town of Springfield (St. Croix County)","624","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5510970825","Wisconsin","Town of St. Joseph (St. Croix County)","3186","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5510976675","Wisconsin","Town of Stanton (St. Croix County)","606","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5510976825","Wisconsin","Village of Star Prairie (St. Croix County)","409","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5510976850","Wisconsin","Town of Star Prairie (St. Croix County)","2557","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5510980800","Wisconsin","Town of Troy (St. Croix County)","4209","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5510983400","Wisconsin","Town of Warren (St. Croix County)","1216","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5510987475","Wisconsin","Village of Wilson (St. Croix County)","119","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5510989025","Wisconsin","Village of Woodville (St. Croix County)","829","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511903900","Wisconsin","Town of Aurora (Taylor County)","204","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511910400","Wisconsin","Town of Browning (Taylor County)","538","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511914200","Wisconsin","Town of Chelsea (Taylor County)","476","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511915450","Wisconsin","Town of Cleveland (Taylor County)","161","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511919225","Wisconsin","Town of Deer Creek (Taylor County)","380","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511926425","Wisconsin","Town of Ford (Taylor County)","152","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511929175","Wisconsin","Village of Gilman (Taylor County)","240","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511929837","Wisconsin","Town of Goodrich (Taylor County)","306","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511931600","Wisconsin","Town of Greenwood (Taylor County)","422","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511931750","Wisconsin","Town of Grover (Taylor County)","167","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511932300","Wisconsin","Town of Hammel (Taylor County)","482","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511935525","Wisconsin","Town of Holway (Taylor County)","346","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511938627","Wisconsin","Town of Jump River (Taylor County)","165","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511944900","Wisconsin","Town of Little Black (Taylor County)","684","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511946150","Wisconsin","Village of Lublin (Taylor County)","83","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511948925","Wisconsin","Town of Maplehurst (Taylor County)","179","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511946925","Wisconsin","Town of McKinley (Taylor County)","238","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511950425","Wisconsin","City of Medford (Taylor County)","2300","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511950450","Wisconsin","Town of Medford (Taylor County)","1689","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511953550","Wisconsin","Town of Molitor (Taylor County)","219","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511962100","Wisconsin","Town of Pershing (Taylor County)","104","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511967275","Wisconsin","Village of Rib Lake (Taylor County)","486","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511967300","Wisconsin","Town of Rib Lake (Taylor County)","492","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511969400","Wisconsin","Town of Roosevelt (Taylor County)","211","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511977100","Wisconsin","Village of Stetsonville (Taylor County)","282","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511978950","Wisconsin","Town of Taft (Taylor County)","173","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5511985450","Wisconsin","Town of Westboro (Taylor County)","492","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512100925","Wisconsin","Town of Albion (Trempealeau County)","415","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512102500","Wisconsin","City of Arcadia (Trempealeau County)","919","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512102525","Wisconsin","Town of Arcadia (Trempealeau County)","1077","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512108075","Wisconsin","City of Blair (Trempealeau County)","612","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512111325","Wisconsin","Town of Burnside (Trempealeau County)","262","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512111975","Wisconsin","Town of Caledonia (Trempealeau County)","605","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512114525","Wisconsin","Town of Chimney Rock (Trempealeau County)","170","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512120300","Wisconsin","Town of Dodge (Trempealeau County)","264","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512123175","Wisconsin","Village of Eleva (Trempealeau County)","384","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512124400","Wisconsin","Village of Ettrick (Trempealeau County)","308","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512124425","Wisconsin","Town of Ettrick (Trempealeau County)","844","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512128150","Wisconsin","Town of Gale (Trempealeau County)","1150","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512128200","Wisconsin","City of Galesville (Trempealeau County)","1012","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512132050","Wisconsin","Town of Hale (Trempealeau County)","676","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512136800","Wisconsin","City of Independence (Trempealeau County)","574","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512144500","Wisconsin","Town of Lincoln (Trempealeau County)","380","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512160575","Wisconsin","City of Osseo (Trempealeau County)","1068","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512162650","Wisconsin","Town of Pigeon (Trempealeau County)","422","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512162675","Wisconsin","Village of Pigeon Falls (Trempealeau County)","233","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512165500","Wisconsin","Town of Preston (Trempealeau County)","505","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512177825","Wisconsin","Village of Strum (Trempealeau County)","621","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512178500","Wisconsin","Town of Sumner (Trempealeau County)","553","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512180475","Wisconsin","Village of Trempealeau (Trempealeau County)","1207","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512180500","Wisconsin","Town of Trempealeau (Trempealeau County)","1309","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512181875","Wisconsin","Town of Unity (Trempealeau County)","358","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512186725","Wisconsin","City of Whitehall (Trempealeau County)","846","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512306900","Wisconsin","Town of Bergen (Vernon County)","936","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512314150","Wisconsin","Village of Chaseburg (Vernon County)","172","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512314675","Wisconsin","Town of Christiana (Vernon County)","632","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512315675","Wisconsin","Town of Clinton (Vernon County)","283","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512316875","Wisconsin","Town of Coon (Vernon County)","513","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512316900","Wisconsin","Village of Coon Valley (Vernon County)","487","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512319850","Wisconsin","Village of De Soto (Vernon County)","198","2","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512326550","Wisconsin","Town of Forest (Vernon County)","292","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512327400","Wisconsin","Town of Franklin (Vernon County)","689","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512328625","Wisconsin","Village of Genoa (Vernon County)","148","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512328650","Wisconsin","Town of Genoa (Vernon County)","502","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512331625","Wisconsin","Town of Greenwood (Vernon County)","229","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512332225","Wisconsin","Town of Hamburg (Vernon County)","629","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512332725","Wisconsin","Town of Harmony (Vernon County)","392","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512334825","Wisconsin","City of Hillsboro (Vernon County)","746","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512334850","Wisconsin","Town of Hillsboro (Vernon County)","415","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512337975","Wisconsin","Town of Jefferson (Vernon County)","746","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512339475","Wisconsin","Town of Kickapoo (Vernon County)","323","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512340875","Wisconsin","Village of La Farge (Vernon County)","409","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512343900","Wisconsin","Town of Liberty (Vernon County)","230","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512360075","Wisconsin","Village of Ontario (Vernon County)","253","2","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512366450","Wisconsin","Village of Readstown (Vernon County)","219","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512376725","Wisconsin","Town of Stark (Vernon County)","249","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512377075","Wisconsin","Town of Sterling (Vernon County)","358","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512377550","Wisconsin","Village of Stoddard (Vernon County)","532","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512381675","Wisconsin","Town of Union (Vernon County)","245","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512382925","Wisconsin","City of Viroqua (Vernon County)","2769","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512382950","Wisconsin","Town of Viroqua (Vernon County)","1230","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512385050","Wisconsin","Town of Webster (Vernon County)","421","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512385475","Wisconsin","City of Westby (Vernon County)","1355","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512386525","Wisconsin","Town of Wheatland (Vernon County)","407","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512386900","Wisconsin","Town of Whitestown (Vernon County)","303","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512502450","Wisconsin","Town of Arbor Vitae (Vilas County)","2513","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512508950","Wisconsin","Town of Boulder Junction (Vilas County)","917","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512515850","Wisconsin","Town of Cloverland (Vilas County)","917","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512516750","Wisconsin","Town of Conover (Vilas County)","1074","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512521625","Wisconsin","City of Eagle River (Vilas County)","981","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512540687","Wisconsin","Town of Lac du Flambeau (Vilas County)","1985","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512542325","Wisconsin","Town of Land O'Lakes (Vilas County)","740","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512544525","Wisconsin","Town of Lincoln (Vilas County)","2012","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512548462","Wisconsin","Town of Manitowish Waters (Vilas County)","602","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512562425","Wisconsin","Town of Phelps (Vilas County)","1025","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512563625","Wisconsin","Town of Plum Lake (Vilas County)","497","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512565425","Wisconsin","Town of Presque Isle (Vilas County)","656","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512570725","Wisconsin","Town of St. Germain (Vilas County)","1642","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512583750","Wisconsin","Town of Washington (Vilas County)","1301","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512587600","Wisconsin","Town of Winchester (Vilas County)","412","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512708265","Wisconsin","Village of Bloomfield (Walworth County)","3578","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512708275","Wisconsin","Town of Bloomfield (Walworth County)","65","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512718825","Wisconsin","Village of Darien (Walworth County)","801","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512718850","Wisconsin","Town of Darien (Walworth County)","982","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512719450","Wisconsin","City of Delavan (Walworth County)","4498","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512719475","Wisconsin","Town of Delavan (Walworth County)","3492","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512722100","Wisconsin","Village of East Troy (Walworth County)","3136","2","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512722125","Wisconsin","Town of East Troy (Walworth County)","3120","2","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512723300","Wisconsin","City of Elkhorn (Walworth County)","5692","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512726350","Wisconsin","Village of Fontana-on-Geneva Lake (Walworth County)","1484","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512728550","Wisconsin","Town of Geneva (Walworth County)","3812","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512728675","Wisconsin","Village of Genoa City (Walworth County)","1701","2","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512741050","Wisconsin","Town of La Grange (Walworth County)","1867","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512740950","Wisconsin","Town of Lafayette (Walworth County)","1522","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512741450","Wisconsin","City of Lake Geneva (Walworth County)","5023","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512744750","Wisconsin","Town of Linn (Walworth County)","1840","2","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512746725","Wisconsin","Town of Lyons (Walworth County)","2305","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512767725","Wisconsin","Town of Richmond (Walworth County)","1309","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512772875","Wisconsin","Village of Sharon (Walworth County)","814","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512772900","Wisconsin","Town of Sharon (Walworth County)","595","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512776175","Wisconsin","Town of Spring Prairie (Walworth County)","1640","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512778100","Wisconsin","Town of Sugar Creek (Walworth County)","2707","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512780875","Wisconsin","Town of Troy (Walworth County)","1744","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512783250","Wisconsin","Village of Walworth (Walworth County)","1634","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512783275","Wisconsin","Town of Walworth (Walworth County)","1132","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512786925","Wisconsin","City of Whitewater (Walworth County)","5205","6","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512786950","Wisconsin","Town of Whitewater (Walworth County)","1046","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512787200","Wisconsin","Village of Williams Bay (Walworth County)","2180","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5512904950","Wisconsin","Town of Barronett (Washburn County)","287","1","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Hand Count, Optical Scan, and DRE",
"5512905125","Wisconsin","Town of Bashaw (Washburn County)","763","1","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Hand Count, Optical Scan, and DRE",
"5512905225","Wisconsin","Town of Bass Lake (Washburn County)","406","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count, Optical Scan, and DRE",
"5512905875","Wisconsin","Town of Beaver Brook (Washburn County)","547","1","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Hand Count, Optical Scan, and DRE",
"5512907550","Wisconsin","Village of Birchwood (Washburn County)","249","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count, Optical Scan, and DRE",
"5512907575","Wisconsin","Town of Birchwood (Washburn County)","481","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count, Optical Scan, and DRE",
"5512910150","Wisconsin","Town of Brooklyn (Washburn County)","248","1","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Hand Count, Optical Scan, and DRE",
"5512912925","Wisconsin","Town of Casey (Washburn County)","360","1","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Hand Count, Optical Scan, and DRE",
"5512914425","Wisconsin","Town of Chicog (Washburn County)","254","1","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Hand Count, Optical Scan, and DRE",
"5512917850","Wisconsin","Town of Crystal (Washburn County)","199","1","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Hand Count, Optical Scan, and DRE",
